t	a
904.4	-4.3036
904.5	-2.1130
904.6	-4.8083
904.7	-4.5549
904.8	-1.9018
904.9	-4.2535
905	-2.8566
905.1	-5.3606
905.2	-4.1537
905.3	-4.1258
905.4	-2.4710
905.5	-2.1553
905.6	-5.9837
905.7	-2.4050
905.8	-7.2277
905.9	-3.1304
906	-3.3976
906.1	-7.1400
906.2	-5.5982
906.3	-3.6385
906.4	-6.1503
906.5	-3.0021
906.6	-3.6051
906.7	-3.7225
906.8	-3.6950
906.9	-7.7730
907	-3.8391
907.1	-2.9027
907.2	-5.6755
907.3	-5.0894
907.4	-3.0281
907.5	-6.2486
907.6	-2.9371
907.7	-5.7082
907.8	-8.3084
907.9	-3.8900
908	-7.9613
908.1	-3.3702
908.2	-7.2987
908.3	-5.6172
908.4	-8.0331
908.5	-6.5211
908.6	-5.9327
908.7	-5.9990
908.8	-2.2591
908.9	-5.6871
909	-7.2538
909.1	-8.9603
909.2	-5.9483
909.3	-6.0842
909.4	-6.8306
909.5	-7.4752
909.6	-5.3321
909.7	-6.3564
909.8	-11.8745
909.9	-6.5798
910	-4.5900
910.1	-7.7908
910.2	-2.9247
910.3	-3.7185
910.4	-5.9806
910.5	-7.2701
910.6	-4.8707
910.7	-6.1547
910.8	-9.9875
910.9	-9.4000
911	-3.4032
911.1	-7.0900
911.2	-9.3356
911.3	-6.4818
911.4	-8.4220
911.5	-6.6660
911.6	-4.2296
911.7	-7.2013
911.8	-7.9020
911.9	-9.0710
912	-5.4289
912.1	-9.2771
912.2	-9.6023
912.3	-6.4431
912.4	-9.2480
912.5	-5.0356
912.6	-6.5309
912.7	-7.4743
912.8	-5.4390
912.9	-9.8718
913	-5.9341
913.1	-6.5441
913.2	-6.8671
913.3	-7.1918
913.4	-8.3299
913.5	-5.5525
913.6	-10.6550
913.7	-5.8804
913.8	-6.1344
913.9	-8.7290
914	-4.4846
914.1	-7.8073
914.2	-11.8176
914.3	-8.0918
914.4	-9.8518
914.5	-10.5628
914.6	-9.8983
914.7	-7.5365
914.8	-8.6942
914.9	-7.4692
915	-9.3746
915.1	-4.1806
915.2	-9.5563
915.3	-8.2351
915.4	-5.1094
915.5	-8.0086
915.6	-7.0379
915.7	-7.2429
915.8	-6.1794
915.9	-11.1695
916	-4.0358
916.1	-9.0145
916.2	-10.6835
916.3	-7.8285
916.4	-3.7872
916.5	-9.2416
916.6	-10.6066
916.7	-8.7515
916.8	-7.0342
916.9	-8.4218
917	-6.4508
917.1	-9.1438
917.2	-11.5906
917.3	-5.8982
917.4	-9.9293
917.5	-8.0521
917.6	-8.1781
917.7	-6.7260
917.8	-9.9751
917.9	-9.3010
918	-7.7928
918.1	-7.6968
918.2	-6.7133
918.3	-8.9226
918.4	-7.0064
918.5	-6.5643
918.6	-2.8585
918.7	-5.0302
918.8	-5.6122
918.9	-5.4518
919	-7.2618
919.1	-5.5216
919.2	-5.3017
919.3	-7.8994
919.4	-9.2638
919.5	-6.9183
919.6	-10.2281
919.7	-5.0701
919.8	-8.9488
919.9	-5.9593
920	-8.5091
920.1	-10.8586
920.2	-4.8841
920.3	-11.7058
920.4	-6.9522
920.5	-6.2461
920.6	-4.8496
920.7	-5.8812
920.8	-4.3885
920.9	-11.4562
921	-9.5956
921.1	-4.4789
921.2	-7.6163
921.3	-8.8142
921.4	-9.0572
921.5	-6.3128
921.6	-7.8715
921.7	-6.9605
921.8	-8.1943
921.9	-8.4006
922	-4.3265
922.1	-5.4159
922.2	-11.0882
922.3	-7.4839
922.4	-4.6136
922.5	-8.1558
922.6	-5.5255
922.7	-4.7774
922.8	-7.5896
922.9	-8.1432
923	-6.5965
923.1	-5.2770
923.2	-6.5857
923.3	-8.8170
923.4	-6.2072
923.5	-9.9700
923.6	-3.9916
923.7	-9.1370
923.8	-12.3070
923.9	-6.6910
924	-3.0707
924.1	-6.1311
924.2	-7.2344
924.3	-6.2667
924.4	-7.4226
924.5	-3.7350
924.6	-6.9491
924.7	-7.4851
924.8	-6.4631
924.9	-4.0727
925	-5.3043
925.1	-7.3811
925.2	-7.0232
925.3	-6.4768
925.4	-7.4565
925.5	-6.3559
925.6	-5.8268
925.7	-6.0887
925.8	-1.6944
925.9	-6.1088
926	-6.5150
926.1	-3.2845
926.2	-6.0032
926.3	-6.0089
926.4	-5.1947
926.5	-8.9590
926.6	-4.6851
926.7	-2.9962
926.8	-6.6826
926.9	-6.4631
927	-3.0251
927.1	-1.9323
927.2	-4.8201
927.3	-5.4251
927.4	-4.3875
927.5	-1.2053
927.6	-5.3616
927.7	-5.3336
927.8	-4.6164
927.9	-4.0216
928	-5.4503
928.1	-1.9144
928.2	-4.7598
928.3	-1.9800
928.4	-5.6134
928.5	-5.6606
928.6	-8.1103
928.7	-3.9199
928.8	-8.1516
928.9	-3.7758
929	-3.8186
929.1	-3.5048
929.2	-6.3080
929.3	-3.4971
929.4	-4.5587
929.5	-5.4203
929.6	-0.3378
929.7	-3.0285
929.8	-8.6254
929.9	-1.3277
930	-5.5747
930.1	-2.9254
930.2	-5.5838
930.3	-1.3676
930.4	-2.4722
930.5	-4.3982
930.6	-0.1984
930.7	-0.9946
930.8	0.1558
930.9	-1.3268
931	-4.0104
931.1	-1.5545
931.2	-5.2676
931.3	-5.0524
931.4	-3.0160
931.5	-3.4984
931.6	-2.8836
931.7	-6.1907
931.8	-1.3055
931.9	-2.7968
932	-1.9299
932.1	-1.8247
932.2	-5.5031
932.3	-2.3825
932.4	-2.9135
932.5	-3.8754
932.6	-5.6866
932.7	-1.9469
932.8	-1.8934
932.9	-0.5396
933	-2.3986
933.1	0.1729
933.2	-5.6328
933.3	-0.3314
933.4	0.2788
933.5	-1.1326
933.6	-0.6386
933.7	-3.9141
933.8	-1.9904
933.9	-1.0318
934	-0.1275
934.1	-0.2036
934.2	0.0688
934.3	0.1812
934.4	-1.9786
934.5	-3.1835
934.6	-0.9209
934.7	1.4276
934.8	-5.2381
934.9	0.6410
935	-4.0910
935.1	2.5330
935.2	-2.9864
935.3	0.3229
935.4	1.7301
935.5	-0.5506
935.6	0.2295
935.7	-0.2252
935.8	0.9718
935.9	-1.0938
936	3.8870
936.1	-0.2297
936.2	-0.7443
936.3	1.4307
936.4	2.4646
936.5	-0.1373
936.6	1.1532
936.7	-1.0043
936.8	0.3225
936.9	1.4560
937	4.2348
937.1	0.9484
937.2	-0.9840
937.3	0.3811
937.4	0.2008
937.5	0.1189
937.6	1.3048
937.7	2.7091
937.8	0.5623
937.9	-0.7538
938	3.8810
938.1	2.5354
938.2	-0.3334
938.3	4.0684
938.4	2.8385
938.5	-0.4496
938.6	1.7377
938.7	1.7226
938.8	5.8466
938.9	3.4031
939	3.7099
939.1	2.6628
939.2	3.7004
939.3	1.6920
939.4	0.1097
939.5	0.8441
939.6	6.1040
939.7	0.3877
939.8	2.2889
939.9	2.6270
940	0.1625
940.1	3.4743
940.2	3.4064
940.3	2.2076
940.4	6.5748
940.5	5.1540
940.6	5.7929
940.7	4.9374
940.8	2.9557
940.9	0.6352
941	1.8982
941.1	0.5875
941.2	2.9514
941.3	6.6245
941.4	2.1733
941.5	4.7454
941.6	3.5874
941.7	2.1549
941.8	4.1546
941.9	2.7659
942	5.1946
942.1	5.8930
942.2	3.9525
942.3	6.3738
942.4	4.6122
942.5	6.0165
942.6	2.8128
942.7	3.1405
942.8	6.3994
942.9	4.7872
943	2.5710
943.1	3.9350
943.2	5.1047
943.3	4.5863
943.4	1.8617
943.5	5.3169
943.6	5.6927
943.7	6.9313
943.8	5.0202
943.9	3.8542
944	4.2701
944.1	7.4159
944.2	3.8021
944.3	2.5078
944.4	7.8413
944.5	2.9963
944.6	6.0307
944.7	5.1290
944.8	6.9743
944.9	6.6240
945	2.5471
945.1	5.8352
945.2	1.9836
945.3	2.6809
945.4	3.5418
945.5	3.3579
945.6	4.9989
945.7	5.5787
945.8	6.3807
945.9	5.5651
946	10.1239
946.1	6.0010
946.2	6.4921
946.3	11.2104
946.4	5.6796
946.5	6.9483
946.6	3.6623
946.7	7.8502
946.8	6.1752
946.9	6.5770
947	8.0248
947.1	9.2104
947.2	6.7767
947.3	3.3200
947.4	8.1004
947.5	5.4901
947.6	8.0406
947.7	4.9755
947.8	5.5408
947.9	6.3085
948	6.6453
948.1	2.9254
948.2	6.5199
948.3	5.7676
948.4	5.5902
948.5	5.2108
948.6	7.2104
948.7	5.3218
948.8	8.0556
948.9	7.2784
949	7.0719
949.1	3.2045
949.2	4.0402
949.3	7.1241
949.4	2.7085
949.5	8.3199
949.6	5.7997
949.7	6.1370
949.8	7.9493
949.9	6.5860
950	8.7881
950.1	0.8322
950.2	5.0662
950.3	9.3045
950.4	8.4273
950.5	6.6630
950.6	8.0071
950.7	8.5949
950.8	10.3579
950.9	7.7798
951	5.8531
951.1	7.1664
951.2	9.8906
951.3	7.7607
951.4	4.2706
951.5	5.7824
951.6	5.8545
951.7	9.0476
951.8	8.3662
951.9	6.7929
952	5.1392
952.1	6.7844
952.2	3.5326
952.3	7.8136
952.4	7.3870
952.5	6.6094
952.6	6.9351
952.7	6.1464
952.8	8.3153
952.9	7.8241
953	4.6030
953.1	8.4019
953.2	8.4162
953.3	7.3052
953.4	7.3682
953.5	6.5916
953.6	6.5441
953.7	7.7306
953.8	8.0346
953.9	8.8603
954	4.3426
954.1	6.4939
954.2	6.8717
954.3	9.5334
954.4	4.2577
954.5	10.3088
954.6	5.1258
954.7	7.6641
954.8	3.7732
954.9	9.4930
955	9.4972
955.1	9.9552
955.2	3.6933
955.3	10.2560
955.4	9.8693
955.5	6.8384
955.6	5.2566
955.7	8.2210
955.8	8.0875
955.9	11.8073
956	4.7975
956.1	6.9089
956.2	7.4317
956.3	4.9062
956.4	9.7194
956.5	3.0306
956.6	9.1018
956.7	4.7520
956.8	5.9618
956.9	9.6666
957	4.1154
957.1	4.6097
957.2	6.1689
957.3	9.1952
957.4	10.6057
957.5	5.5755
957.6	7.9249
957.7	4.9755
957.8	5.7262
957.9	5.8965
958	7.0078
958.1	6.9383
958.2	6.2997
958.3	4.8813
958.4	5.6925
958.5	4.3756
958.6	6.1707
958.7	7.9417
958.8	8.6991
958.9	9.0775
959	3.4922
959.1	7.6285
959.2	4.0212
959.3	9.4795
959.4	7.7993
959.5	6.1624
959.6	10.2524
959.7	7.8337
959.8	6.7511
959.9	9.3126
960	4.9990
960.1	5.8783
960.2	6.3588
960.3	6.4275
960.4	7.2329
960.5	8.7698
960.6	4.1484
960.7	9.9185
960.8	5.1311
960.9	6.4117
961	7.0748
961.1	1.9627
961.2	5.1217
961.3	6.9827
961.4	4.2560
961.5	4.7570
961.6	4.9692
961.7	4.7575
961.8	2.7726
961.9	6.9802
962	6.0057
962.1	0.5803
962.2	7.3824
962.3	5.4532
962.4	4.8182
962.5	3.9304
962.6	5.3041
962.7	2.6442
962.8	3.8122
962.9	3.6667
963	4.8217
963.1	6.2921
963.2	2.6708
963.3	2.4104
963.4	3.6511
963.5	6.9999
963.6	4.5309
963.7	7.4376
963.8	4.4456
963.9	3.8816
964	7.0569
964.1	-0.4978
964.2	7.3154
964.3	7.0345
964.4	3.9815
964.5	4.9332
964.6	4.3376
964.7	4.2285
964.8	6.3735
964.9	4.3970
965	5.1071
965.1	5.1660
965.2	7.2626
965.3	8.0216
965.4	1.7135
965.5	4.2619
965.6	2.0247
965.7	2.3766
965.8	4.3203
965.9	6.6516
966	0.0268
966.1	2.1479
966.2	0.7633
966.3	5.0475
966.4	3.1827
966.5	4.6085
966.6	6.5346
966.7	0.9627
966.8	4.4769
966.9	1.9492
967	4.7289
967.1	4.3260
967.2	4.9962
967.3	-0.5793
967.4	4.5822
967.5	1.0804
967.6	3.4540
967.7	1.6164
967.8	3.2660
967.9	1.2950
968	-0.0211
968.1	2.8205
968.2	0.1738
968.3	4.7660
968.4	4.2058
968.5	1.1817
968.6	0.5776
968.7	-1.0924
968.8	1.3339
968.9	2.9103
969	0.8963
969.1	-0.5659
969.2	-0.0603
969.3	0.7229
969.4	1.1922
969.5	0.8948
969.6	-0.0232
969.7	1.3234
969.8	5.3767
969.9	0.6782
970	0.0680
970.1	-1.2741
970.2	2.2812
970.3	-0.5113
970.4	2.2907
970.5	3.1955
970.6	1.2656
970.7	2.2196
970.8	1.6958
970.9	0.1292
971	-0.9075
971.1	0.2572
971.2	-0.2636
971.3	-1.0548
971.4	-2.0170
971.5	-1.4324
971.6	1.1700
971.7	2.3284
971.8	0.7148
971.9	-0.9287
972	1.2494
972.1	1.0556
972.2	-1.7473
972.3	-0.7038
972.4	0.5590
972.5	0.1034
972.6	-0.5845
972.7	-0.5421
972.8	0.2498
972.9	-2.4303
973	1.8329
973.1	1.3039
973.2	-0.7357
973.3	2.8776
973.4	-0.8281
973.5	-1.1182
973.6	-2.4724
973.7	0.4521
973.8	-0.7265
973.9	-0.9587
974	-0.4456
974.1	-2.3389
974.2	-2.5135
974.3	-2.2944
974.4	-1.7500
974.5	-1.1034
974.6	1.0345
974.7	-1.2126
974.8	-0.4898
974.9	-3.2736
975	-1.6567
975.1	-2.4367
975.2	-2.1482
975.3	0.1827
975.4	-2.1966
975.5	-1.3046
975.6	-1.1776
975.7	-6.9537
975.8	-3.1603
975.9	-3.9218
976	-1.5889
976.1	-1.5004
976.2	-4.7964
976.3	-0.9015
976.4	-3.9934
976.5	-2.8834
976.6	-5.4074
976.7	0.9018
976.8	-5.0224
976.9	-0.5918
977	-1.7088
977.1	-2.5150
977.2	-4.4943
977.3	-4.4274
977.4	-2.9581
977.5	-4.8260
977.6	-6.4190
977.7	-3.6483
977.8	-4.0844
977.9	-4.7385
978	-4.4385
978.1	-3.0030
978.2	-3.9706
978.3	-3.1433
978.4	-4.9356
978.5	-4.6957
978.6	-5.9288
978.7	-4.6866
978.8	-5.4243
978.9	-1.2458
979	-5.8133
979.1	-4.8482
979.2	-5.4192
979.3	-6.7046
979.4	-6.7478
979.5	-6.5620
979.6	-7.1619
979.7	-1.2567
979.8	-2.9024
979.9	-4.4847
980	-5.9279
980.1	-5.1929
980.2	-8.2921
980.3	-7.6051
980.4	-5.7036
980.5	-5.1711
980.6	-6.1741
980.7	-1.1869
980.8	-3.2497
980.9	-3.3143
981	-6.3341
981.1	-1.0092
981.2	-2.5744
981.3	-7.9193
981.4	-2.9052
981.5	-3.5708
981.6	-5.4617
981.7	-4.2413
981.8	-3.4749
981.9	-7.2349
982	-2.1493
982.1	-3.8443
982.2	-5.2656
982.3	-5.6396
982.4	-7.4635
982.5	-9.1744
982.6	-5.3722
982.7	-2.9113
982.8	-8.8729
982.9	-6.6533
983	-5.1372
983.1	-9.7240
983.2	-6.3452
983.3	-8.4754
983.4	-4.4100
983.5	-6.8088
983.6	-6.3088
983.7	-9.2221
983.8	-8.6226
983.9	-5.3221
984	-6.8612
984.1	-6.7859
984.2	-5.6881
984.3	-5.1055
984.4	-2.4432
984.5	-5.3539
984.6	-5.6272
984.7	-8.8993
984.8	-3.7222
984.9	-8.3727
985	-8.1533
985.1	-8.1009
985.2	-8.8613
985.3	-4.5446
985.4	-9.0714
985.5	-7.4465
985.6	-5.2101
985.7	-6.6150
985.8	-7.1259
985.9	-5.6335
986	-6.3141
986.1	-5.6166
986.2	-4.9681
986.3	-7.1371
986.4	-3.6050
986.5	-6.0930
986.6	-8.0885
986.7	-6.8441
986.8	-11.5352
986.9	-5.7882
987	-2.6383
987.1	-8.9137
987.2	-6.5994
987.3	-8.6642
987.4	-7.5908
987.5	-7.2815
987.6	-6.8714
987.7	-7.8886
987.8	-8.1372
987.9	-8.9192
988	-4.4735
988.1	-5.8531
988.2	-7.7977
988.3	-7.1161
988.4	-7.9913
988.5	-8.2809
988.6	-6.6588
988.7	-7.2447
988.8	-6.7595
988.9	-3.8842
989	-7.3495
989.1	-7.3046
989.2	-8.5294
989.3	-7.6917
989.4	-7.8562
989.5	-8.1997
989.6	-8.2051
989.7	-6.9061
989.8	-8.2239
989.9	-7.0441
990	-4.6161
990.1	-6.2302
990.2	-7.0037
990.3	-11.1780
990.4	-8.0806
990.5	-8.2805
990.6	-6.5903
990.7	-8.5670
990.8	-7.1251
990.9	-5.9863
991	-6.4787
991.1	-8.3012
991.2	-7.0639
991.3	-5.5380
991.4	-4.4468
991.5	-7.2065
991.6	-5.8852
991.7	-6.0563
991.8	-3.7837
991.9	-5.7427
992	-6.1514
992.1	-4.9314
992.2	-9.2730
992.3	-11.7009
992.4	-5.4860
992.5	-7.9149
992.6	-7.7745
992.7	-7.3659
992.8	-8.6995
992.9	-5.8537
993	-7.6567
993.1	-7.1351
993.2	-2.8632
993.3	-7.3790
993.4	-4.3649
993.5	-5.9033
993.6	-7.7542
993.7	-7.7417
993.8	-6.2542
993.9	-7.6606
994	-9.4042
994.1	-4.8917
994.2	-5.2512
994.3	-9.5535
994.4	-7.0385
994.5	-6.8854
994.6	-5.4072
994.7	-9.5512
994.8	-5.9432
994.9	-6.7736
995	-5.9886
995.1	-5.7310
995.2	-4.8337
995.3	-3.7540
995.4	-9.7341
995.5	-5.6261
995.6	-5.7201
995.7	-7.4394
995.8	-4.6817
995.9	-6.9035
996	-6.9060
996.1	-5.7660
996.2	-2.2990
996.3	-7.0289
996.4	-7.0789
996.5	-7.4258
996.6	-2.7251
996.7	-7.6827
996.8	-4.8670
996.9	-5.5326
997	-6.2218
997.1	-7.6280
997.2	-2.3391
997.3	-5.1331
997.4	-9.8236
997.5	-3.1911
997.6	-5.4728
997.7	-2.2481
997.8	-4.5885
997.9	-8.7043
998	-8.4712
998.1	-3.9135
998.2	-5.6678
998.3	-9.6169
998.4	0.9062
998.5	-6.2112
998.6	-4.6887
998.7	-6.0029
998.8	-4.2190
998.9	-3.8581
999	-6.6695
999.1	-7.9977
999.2	-3.8040
999.3	-2.5532
999.4	-2.8349
999.5	-3.6999
999.6	-8.8605
999.7	-7.6093
999.8	-3.8626
999.9	0.8907
